bed,59,0.3725205957889557,20:01:43
bed,59,0.36155152320861816,20:01:43
bed,59,0.7290460467338562,20:01:43
couch,57,0.4410693943500519,20:01:43
chair,56,0.34898534417152405,20:01:43
vase,75,0.2914005219936371,20:01:43
bed,59,0.7843441963195801,20:01:43
bed,59,0.7558906674385071,20:01:43
bed,59,0.7248032689094543,20:01:43
person,0,0.4339473843574524,20:01:43
airplane,4,0.4029940366744995,20:01:43
bed,59,0.30568671226501465,20:01:43
person,0,0.3775130808353424,20:01:43
bed,59,0.3275027573108673,20:01:43
person,0,0.31749796867370605,20:01:43
person,0,0.8251688480377197,20:01:44
bed,59,0.7992226481437683,20:01:44
bed,59,0.795549213886261,20:01:44
bottle,39,0.3292461633682251,20:01:44
dining table,60,0.27800482511520386,20:01:44
bed,59,0.7994120717048645,20:01:44
potted plant,58,0.397417813539505,20:01:44
bed,59,0.7746068239212036,20:01:44
bed,59,0.6831651926040649,20:01:44
dog,16,0.41352614760398865,20:01:44
bed,59,0.34816375374794006,20:01:44
person,0,0.3281244933605194,20:01:44
bed,59,0.9171581268310547,20:01:44
chair,56,0.569038450717926,20:01:44
chair,56,0.5600975751876831,20:01:44
bed,59,0.7849291563034058,20:01:44
bed,59,0.7292852401733398,20:01:44
couch,57,0.8237959742546082,20:01:44
chair,56,0.6829380989074707,20:01:44
bed,59,0.6221630573272705,20:01:44
bed,59,0.39280107617378235,20:01:44
potted plant,58,0.8362298607826233,20:01:44
potted plant,58,0.7866066694259644,20:01:44
clock,74,0.7078178524971008,20:01:44
bed,59,0.5377497673034668,20:01:44
couch,57,0.4316822290420532,20:01:44
bed,59,0.4135897755622864,20:01:44
bed,59,0.8479527235031128,20:01:44
tv,62,0.39774125814437866,20:01:44
remote,65,0.3783758580684662,20:01:44
bed,59,0.8301317095756531,20:01:44
cat,15,0.30302977561950684,20:01:44
bed,59,0.5966153740882874,20:01:44
bed,59,0.8615661859512329,20:01:44
bottle,39,0.362145334482193,20:01:44
bed,59,0.7916562557220459,20:01:44
potted plant,58,0.7777314186096191,20:01:44
vase,75,0.3293687701225281,20:01:44
person,0,0.7611567378044128,20:01:44
person,0,0.7517222762107849,20:01:44
person,0,0.659416675567627,20:01:44
person,0,0.5836780667304993,20:01:44
person,0,0.5015376806259155,20:01:44
bed,59,0.40052881836891174,20:01:44
bed,59,0.8914615511894226,20:01:44
refrigerator,72,0.45592740178108215,20:01:44
chair,56,0.4027588367462158,20:01:44
bed,59,0.7332226037979126,20:01:44
bed,59,0.8059061169624329,20:01:44
bed,59,0.5631897449493408,20:01:44
bed,59,0.3732251524925232,20:01:44
